election_id;state_id
602;38
603;38
604;39
605;39
606;39
607;39
608;39
609;39
610;39
611;40
612;40
613;40
614;40
615;40
616;40
617;40
618;40
619;41
620;41
621;41
622;41
623;41
624;42
625;42
626;42
627;42
628;42
629;43
630;43
631;43
632;43
633;43
634;43
635;43
636;43
637;43
638;43
639;43
640;44
641;44
642;44
643;44
644;44
645;45
646;45
647;45
648;45
649;45
650;45
651;45
652;45
653;45
654;46
655;46
656;46
657;46
658;46
659;46
660;46
661;46
662;46
663;47
664;47
665;47
666;47
667;47
668;47
669;48
670;48
671;48
672;48
673;48
674;48
675;48
676;48
677;48
678;49
679;49
680;49
681;49
682;50
683;50
684;50
685;50
686;50
687;50
688;50
689;50
690;50
691;50
692;50
693;51
694;51
695;51
696;51
697;1
698;1
699;1
700;1
701;1
702;1
703;1
704;2
705;2
706;2
707;2
708;3
709;3
710;3
711;3
712;4
713;4
714;4
715;4
716;4
717;4
718;4
719;4
720;4
721;4
722;5
723;5
724;5
725;5
726;5
727;6
728;6
729;6
730;6
731;6
732;6
733;6
734;6
735;7
736;7
737;7
738;7
739;7
740;8
741;8
742;8
743;8
744;8
745;8
746;9
747;9
748;9
749;9
750;9
751;9
752;9
753;9
754;9
755;10
756;10
757;10
758;11
759;11
760;11
761;12
762;12
763;12
764;12
765;12
766;13
767;13
768;13
769;13
770;14
771;14
772;14
773;14
774;14
775;14
776;14
777;14
778;14
779;15
780;15
781;15
782;15
783;16
784;16
785;16
786;16
787;16
788;16
789;16
790;16
791;16
792;17
793;17
794;17
795;17
796;17
797;17
798;18
799;18
800;18
801;18
802;18
803;18
804;18
805;18
806;18
807;19
808;19
809;19
810;19
811;19
812;19
813;19
814;19
815;20
816;20
817;20
818;20
819;20
820;21
821;21
822;21
823;21
824;21
825;21
826;22
827;22
828;22
829;22
830;23
831;23
832;23
833;23
834;23
835;23
836;23
837;23
838;23
839;23
840;23
841;24
842;24
843;24
844;24
845;24
846;24
847;24
848;24
849;24
850;24
851;24
852;25
853;25
854;25
855;25
856;25
857;25
858;25
859;25
860;26
861;26
862;27
863;27
864;27
865;28
866;28
867;28
868;28
869;28
870;29
871;29
872;29
873;30
874;30
875;30
876;30
877;30
878;31
879;31
880;31
881;31
882;31
883;31
884;31
885;31
886;31
887;32
888;32
889;32
890;32
891;32
892;32
893;32
894;32
895;33
896;33
897;33
898;33
899;33
900;33
901;33
902;33
903;33
904;34
905;34
906;34
907;34
908;35
909;35
910;35
911;35
912;35
913;35
914;35
915;35
916;35
917;35
918;36
919;36
920;36
921;36
922;36
923;36
924;36
925;36
926;36
927;37
928;37
929;37
930;38
931;38
932;38
933;39
934;39
935;39
936;39
937;39
938;39
939;40
940;40
941;40
942;40
943;40
944;40
945;40
946;40
947;40
948;41
949;41
950;41
951;41
952;41
953;42
954;42
955;42
956;42
957;43
958;43
959;43
960;43
961;43
962;43
963;43
964;43
965;43
966;43
967;44
968;44
969;44
970;44
971;45
972;45
973;45
974;45
975;45
976;45
977;45
978;45
979;46
980;46
981;46
982;46
983;46
984;46
985;46
986;46
987;46
988;47
989;47
990;47
991;48
992;48
993;48
994;48
995;48
996;48
997;48
998;48
999;48
1000;48
1001;49
1002;49
1003;49
1004;49
1005;49
1006;50
1007;50
1008;50
1009;50
1010;50
1011;50
1012;50
1013;50
1014;50
1015;50
1016;50
1017;51
1018;51
1019;51
1020;1
1021;1
1022;1
1023;1
1024;1
1025;2
1026;2
1027;2
1028;2
1029;2
1030;2
1031;3
1032;3
1033;3
1034;3
1035;3
1036;4
1037;4
1038;4
1039;4
1040;4
1041;4
1042;5
1043;5
1044;5
1045;5
1046;5
1047;6
1048;6
1049;6
1050;6
1051;6
1052;6
1053;7
1054;7
1055;7
1056;7
1057;7
1058;8
1059;8
1060;8
1061;8
1062;9
1063;9
1064;9
1065;9
1066;9
1067;9
1068;9
1069;9
1070;9
1071;10
1072;10
1073;10
1074;10
1075;10
1076;11
1077;11
1078;11
1079;11
1080;11
1081;12
1082;12
1083;12
1084;12
1085;12
1086;13
1087;13
1088;13
1089;13
1090;14
1091;14
1092;14
1093;14
1094;14
1095;15
1096;15
1097;15
1098;16
1099;16
1100;16
1101;16
1102;16
1103;16
1104;16
1105;16
1106;16
1107;16
1108;17
1109;17
1110;17
1111;18
1112;18
1113;18
1114;18
1115;18
1116;19
1117;19
1118;19
1119;19
1120;19
1121;19
1122;20
1123;20
1124;20
1125;20
1126;20
1127;21
1128;21
1129;21
1130;21
1131;21
1132;22
1133;22
1134;22
1135;22
1136;22
1137;23
1138;23
1139;23
1140;23
1141;23
1142;24
1143;24
1144;24
1145;24
1146;24
1147;24
1148;24
1149;24
1150;24
1151;24
1152;24
1153;24
1154;25
1155;25
1156;25
1157;25
1158;26
1159;26
1160;26
1161;27
1162;27
1163;27
1164;27
1165;28
1166;28
1167;28
1168;28
1169;29
1170;29
1171;29
1172;29
1173;30
1174;30
1175;30
1176;30
1177;31
1178;31
1179;31
1180;31
1181;31
1182;31
1183;31
1184;31
1185;31
1186;31
1187;31
1188;32
1189;32
1190;32
1191;32
1192;32
1193;32
1194;32
1195;32
1196;33
1197;33
1198;33
1199;33
1200;33
1201;33
1202;33
1203;33
1204;33
1205;33
1206;34
1207;34
1208;34
1209;34
1210;35
1211;35
1212;35
1213;35
1214;35
1215;35
1216;36
1217;36
1218;36
1219;36
1220;36
1221;36
1222;36
1223;37
1224;37
1225;37
1226;37
1227;38
1228;38
1229;38
1230;38
1231;38
1232;39
1233;39
1234;39
1235;39
1236;39
1237;39
1238;39
1239;40
1240;40
1241;40
1242;40
1243;40
1244;40
1245;40
1246;40
1247;40
1248;41
1249;41
1250;41
1251;41
1252;42
1253;42
1254;42
1255;43
1256;43
1257;43
1258;43
1259;44
1260;44
1261;44
1262;44
1263;44
1264;45
1265;45
1266;45
1267;45
1268;45
1269;45
1270;45
1271;45
1272;45
1273;46
1274;46
1275;46
1276;46
1277;46
1278;46
1279;46
1280;46
1281;46
1282;46
1283;47
1284;47
1285;47
1286;47
1287;48
1288;48
1289;48
1290;48
1291;48
1292;48
1293;48
1294;49
1295;49
1296;49
1297;50
1298;50
1299;50
1300;50
1301;51
1302;51
1303;51
1304;51
1305;1
1306;1
1307;1
1308;1
1309;1
1310;1
1311;2
1312;2
1313;2
1314;2
1315;2
1316;2
1317;2
1318;2
1319;2
1320;2
1321;3
1322;3
1323;3
1324;3
1325;3
1326;3
1327;3
1328;3
1329;4
1330;4
1331;4
1332;4
1333;5
1334;5
1335;5
1336;5
1337;5
1338;5
1339;5
1340;6
1341;6
1342;6
1343;6
1344;6
1345;6
1346;6
1347;6
1348;6
1349;7
1350;7
1351;7
1352;7
1353;7
1354;8
1355;8
1356;8
1357;8
1358;8
1359;9
1360;9
1361;9
1362;9
1363;9
1364;9
1365;9
1366;9
1367;9
1368;9
1369;10
1370;10
1371;10
1372;10
1373;10
1374;11
1375;11
1376;11
1377;11
1378;11
1379;12
1380;12
1381;12
1382;12
1383;12
1384;12
1385;12
1386;13
1387;13
1388;13
1389;13
1390;13
1391;14
1392;14
1393;14
1394;14
1395;14
1396;14
1397;14
1398;14
1399;14
1400;15
1401;15
1402;15
1403;15
1404;15
1405;15
1406;16
1407;16
1408;16
1409;16
1410;16
1411;16
1412;16
1413;16
1414;16
1415;16
1416;16
1417;16
1418;16
1419;16
1420;17
1421;17
1422;17
1423;17
1424;17
1425;18
1426;18
1427;18
1428;18
1429;18
1430;18
1431;18
1432;18
1433;19
1434;19
1435;19
1436;19
1437;19
1438;19
1439;19
1440;19
1441;19
1442;19
1443;19
1444;20
1445;20
1446;20
1447;20
1448;20
1449;20
1450;20
1451;21
1452;21
1453;21
1454;21
1455;21
1456;22
1457;22
1458;22
1459;22
1460;22
1461;22
1462;22
1463;22
1464;22
1465;22
1466;22
1467;23
1468;23
1469;23
1470;23
1471;23
1472;23
1473;23
1474;23
1475;24
1476;24
1477;24
1478;24
1479;24
1480;24
1481;24
1482;24
1483;24
1484;24
1485;24
1486;24
1487;25
1488;25
1489;25
1490;25
1491;25
1492;25
1493;26
1494;26
1495;26
1496;26
1497;27
1498;27
1499;27
1500;27
1501;27
1502;28
1503;28
1504;28
1505;28
1506;28
1507;29
1508;29
1509;29
1510;29
1511;29
1512;29
1513;29
1514;29
1515;29
1516;30
1517;30
1518;30
1519;30
1520;30
1521;30
1522;31
1523;31
1524;31
1525;31
1526;31
1527;31
1528;31
1529;31
1530;31
1531;31
1532;31
1533;31
1534;31
1535;32
1536;32
1537;32
1538;32
1539;32
1540;32
1541;32
1542;32
1543;32
1544;32
1545;33
1546;33
1547;33
1548;33
1549;33
1550;33
1551;33
1552;33
1553;33
1554;33
1555;33
1556;34
1557;34
1558;34
1559;34
1560;34
1561;34
1562;34
1563;35
1564;35
1565;35
1566;35
1567;36
1568;36
1569;36
1570;36
1571;36
1572;37
1573;37
1574;37
1575;37
1576;38
1577;38
1578;38
1579;38
1580;38
1581;38
1582;38
1583;39
1584;39
1585;39
1586;39
1587;39
1588;40
1589;40
1590;40
1591;40
1592;40
1593;40
1594;40
1595;40
1596;41
1597;41
1598;41
1599;41
1600;41
1601;41
1602;42
1603;42
1604;42
1605;42
1606;42
1607;43
1608;43
1609;43
1610;43
1611;43
1612;44
1613;44
1614;44
1615;44
1616;44
1617;45
1618;45
1619;45
1620;45
1621;45
1622;45
1623;45
1624;45
1625;45
1626;45
1627;45
1628;45
1629;45
1630;46
1631;46
1632;46
1633;46
1634;46
1635;46
1636;46
1637;46
1638;46
1639;46
1640;46
1641;47
1642;47
1643;47
1644;47
1645;47
1646;47
1647;48
1648;48
1649;48
1650;48
1651;48
1652;48
1653;48
1654;48
1655;48
1656;48
1657;49
1658;49
1659;49
1660;49
1661;50
1662;50
1663;50
1664;50
1665;50
1666;50
1667;50
1668;50
1669;50
1670;51
1671;51
1672;51
1673;51
1674;51
1675;1
1676;1
1677;1
1678;1
1679;1
1680;1
1681;2
1682;2
1683;2
1684;2
1685;2
1686;2
1687;2
1688;2
1689;3
1690;3
1691;3
1692;3
1693;3
1694;3
1695;4
1696;4
1697;4
1698;4
1699;4
1700;4
1701;4
1702;4
1703;4
1704;4
1705;4
1706;4
1707;4
1708;5
1709;5
1710;5
1711;5
1712;5
1713;5
1714;5
1715;5
1716;5
1717;6
1718;6
1719;6
1720;6
1721;6
1722;6
1723;6
1724;6
1725;6
1726;6
1727;6
1728;6
1729;6
1730;7
1731;7
1732;7
1733;7
1734;7
1735;7
1736;7
1737;7
1738;8
1739;8
1740;8
1741;8
1742;8
1743;8
1744;9
1745;9
1746;9
1747;9
1748;9
1749;9
1750;9
1751;9
1752;10
1753;10
1754;10
1755;10
1756;10
1757;11
1758;11
1759;11
1760;11
1761;12
1762;12
1763;12
1764;12
1765;12
1766;12
1767;12
1768;13
1769;13
1770;13
1771;13
1772;13
1773;13
1774;14
1775;14
1776;14
1777;14
1778;14
1779;14
1780;14
1781;15
1782;15
1783;15
1784;15
1785;15
1786;16
1787;16
1788;16
1789;16
1790;16
1791;16
1792;16
1793;16
1794;16
1795;17
1796;17
1797;17
1798;17
1799;17
1800;17
1801;18
1802;18
1803;18
1804;18
1805;18
1806;18
1807;18
1808;19
1809;19
1810;19
1811;19
1812;19
1813;19
1814;19
1815;19
1816;20
1817;20
1818;20
1819;20
1820;20
1821;20
1822;20
1823;20
1824;21
1825;21
1826;21
1827;21
1828;21
1829;21
1830;21
1831;22
1832;22
1833;22
1834;22
1835;22
1836;22
1837;22
1838;22
1839;23
1840;23
1841;23
1842;23
1843;23
1844;23
1845;23
1846;23
1847;24
1848;24
1849;24
1850;24
1851;24
1852;24
1853;24
1854;24
1855;24
1856;24
1857;24
1858;24
1859;25
1860;25
1861;25
1862;25
1863;25
1864;25
1865;26
1866;26
1867;26
1868;26
1869;26
1870;26
1871;26
1872;27
1873;27
1874;27
1875;27
1876;27
1877;28
1878;28
1879;28
1880;28
1881;28
1882;28
1883;29
1884;29
1885;29
1886;29
1887;29
1888;29
1889;29
1890;29
1891;30
1892;30
1893;30
1894;30
1895;30
1896;31
1897;31
1898;31
1899;32
1900;32
1901;32
1902;32
1903;32
1904;32
1905;32
1906;33
1907;33
1908;33
1909;33
1910;33
1911;33
1912;33
1913;33
1914;33
1915;33
1916;33
1917;33
1918;33
1919;34
1920;34
1921;34
1922;34
1923;34
1924;34
1925;35
1926;35
1927;35
1928;35
1929;35
1930;35
1931;36
1932;36
1933;36
1934;36
1935;36
1936;36
1937;36
1938;36
1939;36
1940;37
1941;37
1942;37
1943;37
1944;38
1945;38
1946;38
1947;38
1948;38
1949;38
1950;38
1951;38
1952;38
1953;39
1954;39
1955;39
1956;39
1957;39
1958;39
1959;40
1960;40
1961;40
1962;40
1963;40
1964;40
1965;40
1966;40
1967;41
1968;41
1969;41
1970;41
1971;41
1972;41
1973;42
1974;42
1975;42
1976;42
1977;43
1978;43
1979;43
1980;43
1981;44
1982;44
1983;44
1984;44
1985;44
1986;44
1987;44
1988;45
1989;45
1990;45
1991;45
1992;45
1993;45
1994;45
1995;45
1996;45
1997;45
1998;45
1999;45
2000;45
2001;46
2002;46
2003;46
2004;46
2005;46
2006;46
2007;46
2008;46
2009;46
2010;46
2011;46
2012;47
2013;47
2014;47
2015;47
2016;47
2017;47
2018;48
2019;48
2020;48
2021;48
2022;48
2023;48
2024;48
2025;48
2026;48
2027;49
2028;49
2029;49
2030;49
2031;50
2032;50
2033;50
2034;50
2035;50
2036;50
2037;50
2038;51
2039;51
2040;51
2041;51
2042;51
2043;1
2044;1
2045;1
2046;1
2047;1
2048;2
2049;2
2050;2
2051;2
2052;2
2053;2
2054;2
2055;2
2056;3
2057;3
2058;3
2059;3
2060;3
2061;3
2062;3
2063;4
2064;4
2065;4
2066;4
2067;4
2068;4
2069;4
2070;5
2071;5
2072;5
2073;5
2074;5
2075;5
2076;5
2077;6
2078;6
2079;6
2080;6
2081;6
2082;6
2083;6
2084;6
2085;6
2086;6
2087;7
2088;7
2089;7
2090;7
2091;7
2092;7
2093;7
2094;8
2095;8
2096;8
2097;8
2098;8
2099;8
2100;8
2101;9
2102;9
2103;9
2104;9
2105;9
2106;9
2107;10
2108;10
2109;10
2110;10
2111;10
2112;10
2113;10
2114;10
2115;10
2116;10
2117;10
2118;11
2119;11
2120;11
2121;11
2122;12
2123;12
2124;12
2125;12
2126;12
2127;12
2128;12
2129;13
2130;13
2131;13
2132;13
2133;13
2134;13
2135;13
2136;14
2137;14
2138;14
2139;14
2140;14
2141;14
2142;14
2143;15
2144;15
2145;15
2146;15
2147;15
2148;16
2149;16
2150;16
2151;16
2152;16
2153;16
2154;16
2155;16
2156;16
2157;16
2158;16
2159;17
2160;17
2161;17
2162;17
2163;17
2164;17
2165;18
2166;18
2167;18
2168;18
2169;18
2170;18
2171;18
2172;18
2173;19
2174;19
2175;19
2176;19
2177;19
2178;19
2179;19
2180;19
2181;20
2182;20
2183;20
2184;20
2185;20
2186;20
2187;20
2188;21
2189;21
2190;21
2191;21
2192;21
2193;21
2194;21
2195;21
2196;22
2197;22
2198;22
2199;22
2200;22
2201;22
2202;22
2203;22
2204;23
2205;23
2206;23
2207;23
2208;23
2209;23
2210;23
2211;24
2212;24
2213;24
2214;24
2215;24
2216;24
2217;24
2218;24
2219;24
2220;25
2221;25
2222;25
2223;25
2224;25
2225;25
2226;25
2227;26
2228;26
2229;26
2230;26
2231;26
2232;26
2233;26
2234;27
2235;27
2236;27
2237;27
2238;27
2239;27
2240;27
2241;28
2242;28
2243;28
2244;28
2245;28
2246;28
2247;29
2248;29
2249;29
2250;29
2251;29
2252;29
2253;29
2254;29
2255;29
2256;29
2257;30
2258;30
2259;30
2260;30
2261;30
2262;30
2263;30
2264;31
2265;31
2266;31
2267;32
2268;32
2269;32
2270;32
2271;32
2272;32
2273;32
2274;33
2275;33
2276;33
2277;33
2278;33
2279;33
2280;33
2281;33
2282;33
2283;33
2284;33
2285;33
2286;33
2287;33
2288;34
2289;34
2290;34
2291;34
2292;34
2293;35
2294;35
2295;35
2296;35
2297;35
2298;36
2299;36
2300;36
2301;36
2302;36
2303;37
2304;37
2305;37
2306;37
2307;38
2308;38
2309;38
2310;38
2311;38
2312;38
2313;38
2314;38
2315;39
2316;39
2317;39
2318;39
2319;39
2320;39
2321;40
2322;40
2323;40
2324;40
2325;40
2326;40
2327;40
2328;40
2329;40
2330;40
2331;40
2332;41
2333;41
2334;41
2335;41
2336;41
2337;41
2338;41
2339;42
2340;42
2341;42
2342;42
2343;42
2344;43
2345;43
2346;43
2347;43
2348;44
2349;44
2350;44
2351;44
2352;44
2353;44
2354;45
2355;45
2356;45
2357;45
2358;45
2359;45
2360;45
2361;45
2362;45
2363;45
2364;46
2365;46
2366;46
2367;46
2368;46
2369;46
2370;46
2371;46
2372;46
2373;46
2374;46
2375;47
2376;47
2377;47
2378;47
2379;47
2380;47
2381;47
2382;48
2383;48
2384;48
2385;48
2386;48
2387;48
2388;48
2389;48
2390;48
2391;48
2392;49
2393;49
2394;49
2395;49
2396;49
2397;49
2398;49
2399;50
2400;50
2401;50
2402;50
2403;50
2404;50
2405;50
2406;51
2407;51
2408;51
2409;51
2410;51
2411;51
2412;1
2413;1
2414;1
2415;1
2416;2
2417;2
2418;2
2419;2
2420;2
2421;2
2422;2
2423;3
2424;3
2425;3
2426;3
2427;4
2428;4
2429;4
2430;4
2431;4
2432;4
2433;5
2434;5
2435;5
2436;5
2437;5
2438;5
2439;5
2440;6
2441;6
2442;6
2443;6
2444;6
2445;6
2446;6
2447;6
2448;6
2449;6
2450;6
2451;6
2452;7
2453;7
2454;7
2455;7
2456;7
2457;7
2458;7
2459;8
2460;8
2461;8
2462;8
2463;8
2464;8
2465;8
2466;9
2467;9
2468;9
2469;9
2470;9
2471;9
2472;9
2473;10
2474;10
2475;10
2476;10
2477;10
2478;10
2479;10
2480;10
2481;11
2482;11
2483;11
2484;11
2485;12
2486;12
2487;12
2488;12
2489;13
2490;13
2491;13
2492;13
2493;13
2494;14
2495;14
2496;14
2497;14
2498;15
2499;15
2500;15
2501;15
2502;16
2503;16
2504;16
2505;16
2506;16
2507;16
2508;16
2509;16
2510;17
2511;17
2512;17
2513;17
2514;17
2515;17
2516;18
2517;18
2518;18
2519;18
2520;18
2521;18
2522;19
2523;19
2524;19
2525;19
2526;19
2527;19
2528;19
2529;19
2530;19
2531;20
2532;20
2533;20
2534;20
2535;20
2536;20
2537;20
2538;21
2539;21
2540;21
2541;21
2542;21
2543;21
2544;21
2545;21
2546;22
2547;22
2548;22
2549;22
2550;22
2551;22
2552;22
2553;23
2554;23
2555;23
2556;23
2557;23
2558;23
2559;23
2560;24
2561;24
2562;24
2563;24
2564;24
2565;24
2566;24
2567;24
2568;24
2569;24
2570;25
2571;25
2572;25
2573;25
2574;25
2575;25
2576;25
2577;26
2578;26
2579;26
2580;26
2581;26
2582;27
2583;27
2584;27
2585;27
2586;27
2587;27
2588;28
2589;28
2590;28
2591;28
2592;28
2593;28
2594;28
2595;29
2596;29
2597;29
2598;29
2599;29
2600;29
2601;29
2602;30
2603;30
2604;30
2605;30
2606;30
2607;31
2608;31
2609;31
2610;32
2611;32
2612;32
2613;32
2614;32
2615;32
2616;33
2617;33
2618;33
2619;33
2620;33
2621;33
2622;33
2623;33
2624;33
2625;33
2626;34
2627;34
2628;34
2629;34
2630;35
2631;35
2632;35
2633;35
2634;35
2635;35
2636;36
2637;36
2638;36
2639;36
2640;37
2641;37
2642;38
2643;38
2644;38
2645;38
2646;38
2647;38
2648;39
2649;39
2650;39
2651;39
2652;39
2653;39
2654;39
2655;40
2656;40
2657;40
2658;40
2659;40
2660;40
2661;40
2662;40
2663;41
2664;41
2665;41
2666;41
2667;41
2668;41
2669;41
2670;42
2671;42
2672;42
2673;42
2674;42
2675;43
2676;43
2677;43
2678;43
2679;44
2680;44
2681;44
2682;44
2683;45
2684;45
2685;45
2686;45
2687;45
2688;45
2689;45
2690;45
2691;46
2692;46
2693;46
2694;46
2695;46
2696;46
2697;46
2698;47
2699;47
2700;47
2701;47
2702;47
2703;48
2704;48
2705;48
2706;48
2707;48
2708;48
2709;48
2710;48
2711;48
2712;49
2713;49
2714;49
2715;49
2716;49
2717;50
2718;50
2719;50
2720;50
2721;50
2722;50
2723;51
2724;51
2725;51
2726;51
2727;51
2728;51
2729;1
2730;1
2731;1
2732;1
2733;2
2734;2
2735;2
2736;2
2737;2
2738;2
2739;3
2740;3
2741;3
2742;3
2743;3
2744;3
2745;4
2746;4
2747;4
2748;4
2749;4
2750;4
2751;4
2752;5
2753;5
2754;5
2755;5
2756;5
2757;5
2758;5
2759;6
2760;6
2761;6
2762;6
2763;6
2764;6
2765;6
2766;6
2767;6
2768;6
2769;6
2770;6
2771;6
2772;6
2773;6
2774;6
2775;7
2776;7
2777;7
2778;7
2779;8
2780;8
2781;8
2782;8
2783;8
2784;8
2785;8
2786;9
2787;9
2788;9
2789;9
2790;9
2791;10
2792;10
2793;10
2794;10
2795;10
2796;10
2797;10
2798;10
2799;10
2800;10
2801;10
2802;10
2803;10
2804;10
2805;11
2806;11
2807;11
2808;11
2809;11
2810;12
2811;12
2812;12
2813;12
2814;12
2815;12
2816;12
2817;12
2818;13
2819;13
2820;13
2821;13
2822;13
2823;13
2824;14
2825;14
2826;14
2827;14
2828;14
2829;14
2830;14
2831;14
2832;15
2833;15
2834;15
2835;15
2836;15
2837;16
2838;16
2839;16
2840;16
2841;16
2842;16
2843;16
2844;16
2845;16
2846;16
2847;17
2848;17
2849;17
2850;17
2851;17
2852;18
2853;18
2854;18
2855;18
2856;18
2857;18
2858;19
2859;19
2860;19
2861;19
2862;19
2863;19
2864;19
2865;19
2866;19
2867;20
2868;20
2869;20
2870;20
2871;20
2872;21
2873;21
2874;21
2875;21
2876;21
2877;21
2878;21
2879;22
2880;22
2881;22
2882;22
2883;22
2884;22
2885;22
2886;22
2887;23
2888;23
2889;23
2890;23
2891;23
2892;23
2893;24
2894;24
2895;24
2896;24
2897;24
2898;24
2899;24
2900;24
2901;25
2902;25
2903;25
2904;25
2905;25
2906;25
2907;25
2908;26
2909;26
2910;26
2911;26
2912;26
2913;26
2914;27
2915;27
2916;27
2917;27
2918;27
2919;28
2920;28
2921;28
2922;28
2923;28
2924;28
2925;28
2926;29
2927;29
2928;29
2929;29
2930;29
2931;29
2932;29
2933;30
2934;30
2935;30
2936;30
2937;30
2938;31
2939;31
2940;31
2941;31
2942;31
2943;31
2944;31
2945;31
2946;31
2947;31
2948;32
2949;32
2950;32
2951;32
2952;32
2953;32
2954;33
2955;33
2956;33
2957;33
2958;33
2959;33
2960;33
2961;33
2962;33
2963;33
2964;33
2965;33
2966;34
2967;34
2968;34
2969;34
2970;34
2971;35
2972;35
2973;35
2974;35
2975;35
2976;36
2977;36
2978;36
2979;36
2980;36
2981;36
2982;36
2983;36
2984;37
2985;37
2986;38
2987;38
2988;38
2989;38
2990;38
2991;38
2992;38
2993;39
2994;39
2995;39
2996;39
